candidate_id,education_school,education_speciality,education_level,education_degree,experience_years,language,language_level,technical_skills,soft_skills,current_position,location,location_available,certifications_title,hobbies,volunteer_activities,school_projects,availability
30968749,Louisiana Tech University,['Industrial Engineering'],Bachelor's,Bachelor of Science,9.0,[],[],"['AutoCAD', 'Inventor', 'AutoCAD 3D', 'Vertex BD', 'Key Truss', 'Steel Smart', 'SolidWorks', 'Blueprints', 'Shop drawings', 'Hilti Profis Anchor', 'Inventor Fusion 2013', 'Nitro Pro 8', 'vu 360', 'Steel View', 'Key Build Steel', 'Visual Basic', 'CADD', 'Applied Materials Drafting Standards', 'Engineering software', 'Synopsys Prime', 'The Mathworks MATLAB', 'Microsoft Visual Basic', 'MS SQL Server 2008', 'Arena', 'Flow Layouts', 'Time Studies', 'Six Sigma', 'Greenbelt', 'Statistical Analysis', 'Testing and Evaluation', 'Document Control', 'Project Management', 'Software/algorithm design and development']","['Presentation skills', 'Process improvement', 'Teamwork', 'Project management', 'Training program implementation', 'Scheduling', 'Leadership', 'Budget management', 'Problem-solving', 'Communication', 'Collaboration']",Lead Designer,"City, State",[],['Six Sigma Greenbelt'],[],['Leadership conference planning and organization'],"['Micro precision apertures design', 'Sheet metal enclosures design', 'Membrane switches and cabling design']",Immediate
20932019,"['Mount Mercy College', 'College of DuPage']","['Mathematics', 'Science']",Bachelor's,Bachelor of Science,10.0,[],[],"['Catia V5', 'Solidworks', 'Inventor', 'Pro-E Wildfire 4', 'Creo 2.0', 'GD&T', 'Creo', 'Catia', 'Pro Engineer Wildfire', 'Smarteam PDM', 'JD Edwards', 'Teamcenter PDM', 'AutoCAD']","['Teamwork', 'Communication', 'Problem-Solving', 'Attention to Detail', 'Prototyping', 'Manufacturability', 'Supplier Support']",CAD Designer,"City, State, USA",[],[],[],[],[],Immediate
51681660,"['The Los Angeles Film School', 'Eagle Rock jr./Sr. High school']","['Film Production', 'CSI (Advanced biology)', 'Horticulture']",Associate,Associate of Science in Film Production,3.0,[],[],"['Aftereffects', 'Photoshop', 'Avid Media', 'Google Sketchup', 'MS Word', 'Powerpoint', 'Photography', 'Filmmaking', 'Budget Management', 'Drafting', 'Film Editing', 'Lighting Design', 'Directing', 'Excel', 'Website Design', 'Music Composition', 'Camera Operation', 'Non-Profit Management', 'Safety Management', 'Scheduling', 'Sketching']","['Teamwork', 'Collaboration', 'Leadership', 'Communication', 'Initiative', 'Time Management', 'Problem Solving', 'Adaptability', 'Creativity', 'Attention to Detail']",Production Designer,"City, State, USA",[],[],[],[],[],Not mentioned
34657584,"Gurukulam Campus, Mahathma College","['Civil Engineering', 'H.S.E', 'S.S.L.C']",Diploma,Diploma in Civil Engineering,11.0,"['English', 'Hindi', 'Malayalam', 'Tamil']",['IELTS-4.5'],"['AutoCAD 2D & 3D', 'Primavera Complete', 'MS-Office', 'MS-Dos', 'Digital Designing', 'Video Editing', 'Adobe Photoshop', 'Page Maker', 'Illustrator', 'Corel Draw', 'Adobe Premiere', 'Ulead Video Studio', 'Macromedia Flash', 'Computer Fundamentals']",[],Solution Designer,"Doha, Qatar",[],[],[],[],[],Not Mentioned
15471999,"[""Marinello's School of Beauty"", 'Eleanor Roosevelt High School']","['Cosmetology', 'High School']",License and Diploma,"Cosmetology License, High School Diploma",3.0,[],[],"['Hair cutting and styling', 'Hair coloring and treatment', 'Eyelash extensions', 'Sales and customer service', 'Cash handling and POS systems', 'Merchandising and product display']","['Communication', 'Time management', 'Detail-oriented', 'Flexibility', 'Self-motivation', 'Teamwork', 'Problem-solving', 'Customer service', 'Multi-tasking', 'Empathy', 'Persistence', 'Organization', 'Leadership']",Designer Stylist,"City, State, USA",[],"['Cosmetology License', 'Barbering and Cosmetology Certification']",[],[],[],Not specified
18979238,"['Elky High', 'Foothill University', 'North Bergen High School']","['Civil Engineering', 'Art', 'Psychology']",Bachelor's,Bachelor of Science,4.0,"['English', 'German', 'French', 'Spanish']","['Native', 'Advanced', 'Advanced', 'Advanced']","['Microsoft Office', 'Word', 'Excel', 'PowerPoint', 'Access', 'Graphic Design', 'Digital Design', 'Web Design', 'Nanotechnology', 'Civil Engineering', 'Blueprint Reading', 'Bridge Design', 'Cost Estimation', 'Project Documentation', 'Building Permits']","['Creativity', 'Teamwork', 'Communication', 'Problem-Solving', 'Analytical Skills', 'Investigative Skills']",Digital Designer,"Elklan, Oregon, USA","['Your City, State, USA']",['Engineer in Training (EIT)'],"['Art', 'Design', 'Web Development']","['CountyArts', 'Museum of Art']","['High School Art Projects', 'Web Design Portfolios', 'Animated Designs']",1 month notice
26622051,"Virginia College, Troy University","['Computer Science', 'Business Administration']",Associate Degree,Associate of Science,7.0,[],[],"['AutoCAD', 'GIS', 'ESRI', 'SAP', 'Microstation', 'Adobe Photoshop', 'Illustrator', 'InDesign', 'Pro-e/CREO', 'QA', 'GPS', 'Data Entry', 'Database Management', '3D Modeling', 'Project Management', 'Land Desk', 'Civil 3D']","['Teamwork', 'Dependability', 'Motivation', 'Streamlining Processes', 'Community Involvement', 'Public Speaking', 'Professional Networking', 'Troubleshooting', 'Training', 'Quality Control']",CAD Designer,"City, State","['City, State']","['Certified AutoCAD Designer', 'Certified GIS Technician', 'Detailed Estimator', 'Project Management Professional']",[],"['Speaking at schools for career development', 'United Way Loaned Executive']",[],Not Mentioned
22675694,Forest Park High School,"['Graphics/IT', 'Graphic Design', 'Photography']",High School,High School Diploma,2.0,"['English', 'Spanish', 'Vietnamese']","['Native', 'Intermediate', 'Fluent']","['Photoshop', 'Illustrator', 'Desktop Publishing Software']","['Reliable', 'Punctual', 'Problem-Solving', 'Organizational Skills', 'Creativity', 'Multi-tasking', 'Planning', 'Communication']",Animal Caretaker,"City, State, United States","['Triangle, VA, United States', 'Montclair, VA, United States']",[],"['Art', 'Photography', 'Graphic Design', 'Writing', 'Reading']","['Graphic Designer for School Walk Event', 'Cashier/Waiter/Greeter at Dog Fair']","['Creating a graphic design piece for a school event', 'Meeting weekly project deadlines in Graphic Design class']",Immediate
25023614,Paier College of Art,"['Interior Design Fine Arts', 'Fine Arts']",Bachelor's,BFA in Interior Design Fine Arts,10.0,[],[],"['AutoCAD', 'Drafting', 'Microsoft Office', 'Model Making', 'CAD']","['Communication', 'Multi-tasking', 'Creativity', 'Problem Solving', 'Attention to Detail', 'Teamwork']",Interior Designer,"City, State",[],"['The American Society of Interior Designers (Allied ASID)', 'National Occupational Competency Testing Institute (NOCTI) certified in CAD']",[],['School Newspaper (Paier Perspective)'],"['Residential Planning', 'Kitchen and Bath Design', 'Corporate Building Design']",Not specified
20390397,"['OWENS COMMUNITY COLLEGE', 'STATE UNIVERSITY OF NEW YORK']","['Industrial Electronics', 'Spanish', 'International Relations']",Bachelor's,Bachelor of Arts,18.0,"['Spanish', 'English']","['Native', 'Fluent']","['AutoCAD', 'Microstation', 'Microsoft Office', 'Projectwise Explorer', 'Adobe Professional', 'JD Edwards', 'ERP', 'HART Communication', 'SharePoint', 'SAP']","['Communication', 'Multidisciplinary Collaboration', 'Project Management', 'Lean Principles', 'Problem-Solving', 'Training', 'Documentation']",Electrical CAD Designer,"City, State, USA","['Domestic', 'International']","['Lean Six Sigma Yellow Belt', 'Lean Six Sigma Green Belt']",[],[],[],1 month notice
17199951,Tulane University School of Architecture,['Architecture'],Master's,Master of Architecture,14.0,[],[],"['AutoCAD R14 and 2000', 'Aperture v. 5.0', 'Microstation 7.1', 'Adobe Illustrator', 'Photoshop 6.0', 'Excel', 'Word']","['Teamwork', 'Collaboration', 'Communication', 'Client Presentation', 'Project Management', 'Design', 'Construction Management', 'Detail-oriented', 'Research']",Job Captain/Designer,"City, State",[],[],[],[],[],Not Mentioned
14743911,"['Saint Leo University', 'Community College of the Air Force', 'University of Phoenix']","['Instructional Design', 'Criminal Justice']",Master's,"['MS in Instructional Design', 'Associate of Arts in Criminal Justice', 'Bachelor of Arts in Criminal Justice']",10.0,[],[],"['Microsoft Office Suite', 'Articulate Storyline', 'Learning Management System (LMS)', 'Computer-Based Training (CBT)', 'Webinar Training', 'Hybrid Training', 'Adult Learning Theory', 'Electronic Warfare', 'Avionics', 'Instructional Design', 'Maintenance', 'Online Learning', 'Online Training']","['Public Speaking', 'Leadership', 'Management', 'Teamwork', 'Data Analysis', 'Training', 'Customer Service', 'Communication']",Technical Trainer/Instructional Designer,"City, State, US",[],['ATD Certified Trainer'],[],[],[],Not specified
24455357,National University of Honduras,['Chemical Engineering'],Bachelor's,Bachelor of Chemical Engineering,20.0,"['English', 'Spanish']","['Advanced', 'Native']","['Specification Writing', 'Pattern Making', 'Sewing', 'Quality Control', 'Microsoft Excel', 'Word', 'Outlook', 'Web PDM', 'IBM AS-400', 'Flat Sketching', 'Administrative Skills']","['Communication', 'Teamwork', 'Training', 'Organization', 'Problem-Solving']",Apparel Technical Designer,"City, State",[],[],[],[],[],Not mentioned
91153752,"University of Michigan, University of Nottingham","['Architecture', 'Design', 'Engineering']","Master's, Bachelor's","Master of Arch and Design, Bachelor of Engineering",8.0,['Mandarin'],['Advanced'],"['Sketch', 'Illustrator', 'Photoshop', 'Indesign', 'Invision', 'Omnigraffle', 'HTML5', 'After Effects', 'Keynote', 'Revit', 'Rhino', 'AutoCAD', 'Bluebeam']","['Design Thinking', 'UI/UX', 'Graphic Design', 'Story Boarding', 'Teamwork', 'Project Management']",Freelance UX/UI Interaction Designer,"City, State, US","['City, State, US']","['User Experience Design Certificate with Honors', 'Interaction Design Specification Certificate', 'Leadership in Energy and Environmental Design Accredited Professional (LEED AP)']","['Watercolor Painting', 'Design']",['IMechE Student Chapter Founder and Organizer'],"['LegalChat App Design', 'Airbrush App Usability Testing', 'Bay Area Chinese Musician Association Website Redesign', 'Educational Project Designs for LACCD, USC, UCLA']","Currently employed, open to new opportunities"
14528265,"Grandview High School, Pickens Technical College","['Welding', 'Fabrication', 'CAD', 'Design']","High School, Technical College","High School Diploma, Technical Certificates",8.0,[],[],"['CAD', 'Sketchup Pro', 'Welding', 'Fabrication', 'Blueprint Reading', '3D Printing', 'Computer-aided Manufacturing']","['Communication', 'Customer Interaction', 'Coordination', 'Multi-tasking', 'Quick Learner', 'Safety Awareness']",Project Manager/CAD Designer,"City, State, USA","['City, State, USA']","['Safety in Welding', 'Oxy-acetylene Welding and Cutting', 'Plasma Torch Cutting', 'Blueprint and Welding Symbol Reading', 'GMAW, FCAW, SMAW', 'Non-destructive Testing', 'Aluminum and Carbon GTAW', 'SKILLS USA Competition Certificates', 'AWS Entry-Level Welder', 'SMAW Structural Welding', 'Semi-Automatic Welding']","['Mechanical Engineering', 'Design', '3D Printing']",['Food Bank of the Rockies'],[],Immediate
18460045,,[],,,8.0,[],[],"['Adobe Photoshop', 'Illustrator', 'InDesign', 'Acrobat', 'Microsoft Windows', 'Word', 'Excel', 'Dreamweaver', 'Quark']","['Self-motivated', 'Disciplined', 'Ability to work independently']",Freelance Graphic Designer,,[],[],[],[],[],Not mentioned
20986595,"['Marietta College', 'Utah State University']","['Corporate Media', 'Accounting Marketing', 'Accounting', 'Marketing']",Master's,"Master of Corporate Media, Bachelor of Science",3.0,"['Mandarin Chinese', 'English']","['Advanced', 'Native']","['Adobe Creative Suite (InDesign, Illustrator)', 'MS Office Suite (Word, Excel, PowerPoint, Outlook)', 'Adobe Audition', 'Desktop Publishing', 'Google Analytics']","['Adaptability', 'Teamwork', 'Communication', 'Leadership', 'Problem-Solving', 'Time Management', 'Client Relations', 'Research', 'Public Speaking', 'Writing']",Manager Assistant,"City, State, USA","['City, State', 'Los Angeles, California']",[],[],[],"['Advertising to Children in Japan', 'Research of Oreo Campaigns', 'Flavors - Taste the World Magazine Design']",Immediate
20748926,Gates Chili HS,[],High School,High School Diploma,34.0,[],[],"['Microsoft Office', 'Database management', 'Social media management', 'Phone etiquette', 'Time management', 'Travel administration', 'Legal administrative support', 'Customer service', 'Meeting planning']","['Problem-solving', 'Flexibility', 'Professionalism', 'Maturity', 'Works well under pressure', 'Self-starter']",Jewelry Designer and Owner,"City, State",[],[],[],[],[],Not specified
32532982,Chenier Business College,"['Piping Designing', 'Design Drafting']",Diploma,Piping Designing Diploma,40.0,[],[],"['Autocad', 'Bentley AutoPLANT', 'Cadworx', 'Autodesk Vault', 'Navisworks', 'Microstation', 'Flexcad', 'Microsoft Word', 'Excel', 'Outlook', 'Powerpoint', 'Access']",[],Lead Piping Designer,"City, State","['Colorado', 'Texas', 'California', 'Wyoming']",[],[],[],[],Not specified
34317538,University of California,['Cognitive Science'],Bachelor's,B.S. Degree,20.0,[],[],"['User Centered Design', 'Human Computer Interaction (HCI)', 'Usability Engineering', 'GUI Design', 'Usability Testing', 'Focus Groups', 'Heuristic Evaluation', 'Software Development', 'Software Testing', 'HTML Authoring', '3D Modeling', 'Image Manipulation', '3D Interfaces', 'Interactive Prototyping', 'Artificial Intelligence', 'SQL', 'Agile Development', 'Military Clearance', 'Military Contracts', 'Healthcare Software', 'Medical Imaging Systems', 'Electronic Medical Records', 'HIPAA Compliance', 'Fitness Equipment Design']","['Innovation', 'Team Leadership', 'Project Management', 'Client Relations', 'Vendor Management', 'Quality Assurance', 'Technical Writing', 'Training Instruction', 'Usability Evangelism', 'Community Building']",Lead Interaction Designer,"City, State, USA",[],[],[],[],[],Not mentioned
19195747,"['New York School of Interior Design', 'Lansing Business University (Davenport Business College)']","['Architectural/Interior Design', 'Business Principles and Skills']",Associate's Degree,"['Associate of Arts in Architectural/Interior Design', 'Associate of Arts in Business Principles and Skills']",30.0,[],[],"['CAD', 'Space Planning', 'Architectural Design', 'Interior Design', 'Construction Management', 'Sales', 'Customer Consultation', 'Budget Management', 'Technical Design Issue Resolution', 'Showroom Design', 'Exhibit Design', 'Retail Management', 'Property Management', 'Accounting', 'Business Law', 'Office Management', 'Marketing']","['Client Communication', 'Problem-Solving', 'Creativity', 'Leadership', 'Teamwork', 'Time Management']",Principal,"City, State, USA",[],[],[],[],"['Conversion of Commercial Space into Individual Offices and Cubicles', 'Apartment Complex Floor Plan Revisions']",Not Mentioned
12547982,"Maryland Institute College of Art, Towson State University","['Interior Design', 'Art History', 'Fine Art']",Bachelor's,Bachelor of Fine Art,30.0,[],[],"['AutoCAD', 'AEC', 'Excel', 'Microsoft Word', 'Microsoft Project', 'Lotus', 'IBM Storyboard', 'Bidding', 'Building Codes', 'Permitting', 'Administration', 'Microsoft Excel', 'Microsoft Word', 'AEC Architectural Template', 'Earnest']","['Time Management', 'Organization', 'Communication', 'Detail-Oriented', 'Self-Motivation', 'Teamwork', 'Client Management', 'Consultation', 'Budget Reconciliation', 'Project Management', 'Coordination', 'Research', 'Proposal Writing', 'Safety Compliance']",Senior Interior Designer,"City, State, USA","['City, State, USA']",[],[],"['Nature Conservancy', 'National Trust for Historic Preservation']",[],Not Mentioned
94417768,"Williamsport Area Community College, Jersey Shore Area Senior High School","['Advertising Art', 'Marketing', 'Graphic Design', 'Drafting', 'Mathematics']","Associate's Degree, High School Diploma",Associate of Arts,39.0,[],[],"['AutoCAD', 'SolidWorks', '3D Solid Modeling', 'Technical Illustrations', 'Product Design', 'Injection Molded Plastic Manufacturing', 'Corel Draw', 'Microsoft Office', 'Website Development', 'Silk-screen Printing', 'Engineering Drawing', 'Technical Drawing', 'Schematics', 'Computer-generated Reports', 'Patent Applications', 'Exploded View Drawings', 'Tolerance Studies', 'Moldability', 'Process Improvement', 'Engineering Personnel Interviewing and Training']","['Team Leadership', 'Decision Making', 'Problem Solving', 'Teamwork', 'Coordination', 'Communication', 'Leadership', 'Attention to Detail', 'Creativity', 'Dependability']",Senior Product Designer,"City, State, USA",[],[],"['Family', 'Church Activities']","['Avis Recreation Association President', 'Keystone Central Technical Advisory Committee Member', 'Little League Baseball Coach and Safety Officer', 'Elementary Wrestling Coach and Parents Auxiliary Board Member']",[],Currently Employed
24655918,"['Florida State University Panama Canal Branch', 'Art Institute of Pittsburgh']","['Liberal Arts', 'Visual Communications']",Associates Degree,Not specified,23.0,[],[],"['Adobe Illustrator CC & CS6', 'Adobe Photoshop CC', 'Corel Draw x7', 'Microsoft Office Suite', 'Omega Composer', 'HP 5500 Printer', 'HP DesignJet L25500 Printer', 'Summa D120R Vinyl Plotter', 'Graphtec Vinyl Plotter', 'Ioline Vinyl Plotter', 'HS15 Vinyl Plotter', 'FC 7500 Vinyl Plotter', 'Keyed IN Sign Tracking Software', 'Pace Sign Tracking Software', 'Quick Books Invoicing']","['Team Leadership', 'Strategic Planning', 'Training and Development', 'Client Relationship Building', 'Vendor Management', 'Mentoring', 'Collaboration', 'Creative Design', 'Quality Assurance']",Senior Graphic Designer,"City, State (Most recent job location)",[],[],[],[],[],Not specified
27497542,California State University Fullerton,"['Business Administration', 'Marketing']",Bachelor's,Bachelor of Arts,13.0,[],[],"['Microsoft Word', 'Microsoft PowerPoint', 'Microsoft Excel', 'Digital Wardrobing Applications', 'Communication Tools', 'Customer Relationship Management (CRM) Software']","['Client Understanding', 'Creative Collaboration', 'Exceeding Customer Expectations', 'Relationship Building', 'Time Management', 'Communication', 'Customer Service', 'Teamwork', 'Leadership', 'Problem-Solving']",Personal Stylist - Women's Designer,"City, State",[],[],[],[],[],Not specified
62312955,"['Studio Arts, Ltd.', 'Art Institute & LA Trade Tech', 'Brooks College']","['Graphic Design', 'Animation', 'Computer Aided Design', 'Digital Design', 'Patternmaking', 'Grading', 'Marker-Making', 'Fashion Design']",Associate,"Certificate of Proficiency, Associate of Arts",23.0,[],[],"['Adobe Creative Suite', 'InDesign', 'Gerber Computer Aided Design (CAD) Systems', 'Photoshop', 'Illustrator', 'ZBrush', 'Cinema 4D', 'VUE', 'Microsoft Office Suite']","['Self-motivated', 'Resourceful', 'Quick learner', 'Broad availability', 'Collaboration']","Graphic Artist, Designer","City, State, USA",[],[],[],[],"['Design album cover art', 'Design promotional materials', 'Theatrical costume customization', 'Prop-making']",Immediate
22506245,Alfred University,['Fine Arts'],Bachelor's,Bachelor of Fine Arts,14.0,[],[],"['Adobe InDesign', 'Photoshop', 'Illustrator', 'Acrobat Professional', 'Microsoft Word', 'Excel', 'PowerPoint', 'Publisher', 'QuarkXPress', 'Adobe Dreamweaver', 'HTML', 'WordPress', 'Web Development', 'Graphic Design', 'Macintosh', 'UNIX']","['Teamwork', 'Independence', 'Customer Service', 'Multi-tasking', 'Attention to Detail', 'Communication', 'Time Management']",Pre-Press Graphic Designer,"City, State (from the CV)",[],[],[],[],[],Immediate (Currently employed)
28663949,Academy of Art,['Interior Architecture and Design'],Master's,Master of Fine Art,10.0,"['English', 'Swedish']","['Advanced', 'Advanced']","['ArchiCAD', 'Cabinet Vision', '3D Studio Max', 'Adobe Photoshop', 'MS Office', 'Adobe InDesign', 'CAD', '3D Rendering']","['Conceptual Design', 'Space Planning', 'Construction Documents', 'Drafting', 'Cost Management', 'FFE', 'Teamwork', 'Multitasking', 'Client Communication', 'Project Management']",Senior Interior Designer,"City, State","['City, State']","['ASID - Allied Member', 'IIDA - Associate Member']","['Golf', 'Skiing']",[],[],Immediate
39434376,"Samford University, Providence High School, Briarwood Fellows Program","['Fine Arts', 'Leadership']","Bachelor's, High School","Bachelor of Science, High School Diploma",7.0,['Spanish'],['Not specified'],"['Graphic Design', 'Illustration', 'Painting/Drawing']","['Creative', 'Relational', 'Engaging', 'Leadership', 'Team Player', 'Athletic']",Graphic Designer and Illustrator,"City, State, USA","['City, State', 'Durango, Colorado']",[],"['Outdoor activities', 'Cooking', 'Mountain biking', 'Music (Avett Brothers fan)']","['Camp Kivu Volunteer', 'YoungLife Leader', 'Alpha Delta Pi Coordinator', 'Connections Leader', 'Step Sing Show Director']",[],Immediate
13998435,,[],,,,[],[],[],[],,,[],[],[],[],[],
30965258,Western Nevada College,"['Graphic Design', 'Digital Media', 'English', 'History', 'Photography', 'Web Design', 'Marketing']",Associate,Associate of Arts in Digital Media,6.0,[],[],"['Adobe Illustrator', 'Adobe Photoshop', 'Adobe InDesign', 'Graphic Design', 'Digital Image Creation', 'Logo Design', 'Letterhead Design', 'Print and Web Design', 'Vehicle Cleaning', 'Customer Service']","['Communication', 'Planning', 'Problem-Solving', 'Time Management', 'Attention to Detail', 'Teamwork', 'Customer Satisfaction', 'Negotiation', 'Collaboration', 'Creativity']",Freelance Graphic Designer,"City, State, USA","['City, State, USA']",['Graphic Design Certification'],[],[],[],Current
18835363,Minerva Schools At KGI,"['Brain and Cognitive Sciences', 'Learning Design']",Bachelor's,Bachelor of Brain and Cognitive Sciences and Learning Design,5.0,"['English', 'Three other languages']","['Native', 'Advanced', 'Advanced', 'Advanced']","['R Studio', 'Salesforce', 'Project Management Tools']","['Facilitation', 'Stakeholder Management', 'Public Speaking', 'Learning Design']",Program Manager & Designer,"City, State, USA","['City, State, USA', 'Remote']",[],[],[],['Rethinking Entrepreneurship Education: A Focus on Soft Skills'],2 weeks notice
26503829,University of Central Missouri,['Business'],Bachelor's,Bachelor of Science,14.0,[],[],"['Adobe CS6', 'Adobe Illustrator', 'Flex PLM', 'Grovesite', 'WebPDM', 'Microsoft Word', 'Excel', 'Optitex', 'Garment specs and sketches', 'Fit Assessment', 'Pattern Making and Corrections', 'Garment Construction', 'Draping', 'Tech Pack Creation', 'Product Development', 'Quality Assurance']","['Creative Problem Solving', 'Collaborative Skills', 'Interpersonal Skills', 'Teamwork', 'Communication', 'Project Management', 'Leadership', 'Cross-Functional Collaboration', 'Strategic Thinking', 'Time Management', 'Negotiation']",Senior Technical Designer,"City, State, USA",[],[],[],"['LGBTA Business Council', 'BullseyeCrowd Innovation Platform']",[],Not Mentioned
18198627,,[],,,,[],[],[],[],,,[],[],[],[],[],
39252859,School of Visual Arts,"['Illustration', 'Computer Arts']",Bachelor's,Bachelor of Fine Arts,19.0,[],[],"['Adobe CS6', 'Acrobat Professional', 'I-Books Author', 'Microsoft Office', '3D design', 'Web graphics', 'Print production', 'Prepress', 'Photography', 'LiveMeeting', 'Webcast']","['Resourcefulness', 'Reliability', 'Self-motivation', 'Team collaboration', 'Attention to detail', 'Time management']",Freelance Graphic Designer,"City, State, USA",[],[],[],[],[],Not specified
34051710,Indiana University of Pennsylvania,['English'],Bachelor's,B.A.,30.0,[],[],"['InDesign', 'Photoshop', 'Illustrator', 'Quark', 'Microsoft Word', 'Acrobat', 'Graphic design', 'Illustration', 'Photo manipulation', 'Wordmark design', 'Lotus 1-2-3', 'Paradox', 'QuarkExpress']","['Research', 'Public relations', 'Marketing', 'Supervision', 'Training', 'Budget management', 'Project management', 'Communication', 'Leadership', 'Teamwork', 'Time management']",Sr. Graphics Designer,"City, State, USA",[],[],"['Art', 'Painting', 'Collage', 'Gallery visits', 'Reading', 'Music']",[],[],Not specified
37664296,"Colorado Institute of Art, Denver University, Kansas University","['Advertising Design Communication Media', 'English', 'Advertising']",Associates Degree,,23.0,[],[],"['Adobe Creative Suite', 'Target Process', 'HTML/CSS', 'Axure', 'Sketch', 'Fireworks', 'Illustrator', 'Project Management', 'Adobe', 'HTML', 'UX', 'UI Design', 'Web Design', 'Graphic Design', 'Branding', 'Business Operations', 'Business Solutions', 'Entrepreneurship', 'Fireworks', 'Creative Direction', 'Consulting', 'Interactive Design', 'Lab Testing', 'Logo Design', 'Marketing', 'Multimedia', 'Page Design', 'Presentations', 'Product Management', 'Prototyping', 'Quality Assurance', 'Search Engine Optimization', 'Sketching', 'Strategy Planning', 'Usability Testing', 'User Interface Design', 'Website Development']","['Leadership', 'Communication', 'Self-Motivation', 'Collaboration', 'Team Management', 'Creative Problem-Solving']",Lead UX/UI Designer,"City, State, Country (Not specified)",[],[],[],"[""AIGA 'Charlotte' Chapter Board Member""]","['GrandPrizeCentral', 'HostPaks']",Not specified
